Accession,logFC,-logPval,-logAdjPval,"Abundances (Normalized): F9: 126, Sample","Abundances (Normalized): F9: 127N, Sample","Abundances (Normalized): F9: 127C, Sample","Abundances (Normalized): F9: 128N, Sample","Abundances (Normalized): F9: 128C, Sample","Abundances (Normalized): F9: 129N, Sample","Abundances (Normalized): F9: 129C, Sample","Abundances (Normalized): F9: 130N, Sample","Abundances (Normalized): F9: 130C, Sample","Abundances (Normalized): F9: 131N, Sample"
P49915,-0.027,0.4384,0.1288,38656.1,37259.0,35827.5,36882.4,36501.7,35853.9,36204.4,35582.3,38035.4,36013.2
Q99598,0.0275,0.4372,0.1287,18541.4,18338.5,18686.6,18871.8,18678.2,17890.0,18959.0,19810.5,18851.1,19451.4
Q9H3F6,0.0302,0.4376,0.1287,1624.6,1659.4,1607.5,1579.0,1628.8,1535.1,1665.2,1702.3,1683.2,1689.8
Q9BQ52,-0.0285,0.4373,0.1287,30888.6,31519.5,31492.9,30767.4,31720.8,28814.3,31192.2,31462.9,30147.5,31800.1
Q01469,0.1318,0.4358,0.1287,22738.0,25943.6,21581.4,22440.1,28291.1,35259.8,25346.7,21099.8,30197.6,22412.7
P68402,-0.0259,0.4365,0.1287,6117.2,5731.6,5809.4,5752.1,5963.9,5791.4,5881.4,5786.9,5851.1,5537.7
Q9UNX4,0.0421,0.4366,0.1287,1316.7,1314.9,1377.3,1310.7,1435.1,1472.2,1281.4,1402.0,1463.0,1341.3
P05386,-0.0506,0.437,0.1287,3332.5,2965.5,2886.1,2953.4,3011.9,2839.6,2920.9,2672.2,3212.3,2990.0
Q9Y546,-0.046,0.4356,0.1287,940.7,950.6,896.9,892.9,939.1,806.7,941.6,878.5,880.4,976.1
Q14149,0.0369,0.4354,0.1287,1162.3,1024.6,1106.5,1103.4,1183.1,1117.0,1115.2,1149.5,1163.4,1173.5
Q96EK5,-0.0378,0.4357,0.1287,2513.5,2351.9,2264.1,2395.1,2534.6,2385.4,2206.1,2352.6,2470.3,2330.5
P61599,-0.0271,0.4362,0.1287,1799.8,1733.0,1782.7,1780.0,1843.6,1671.9,1793.0,1767.6,1813.3,1729.0
Q9UGC7,0.0721,0.4376,0.1287,60.7,56.1,65.8,67.4,69.5,74.8,61.2,61.2,73.0,65.9
Q9BWD1,0.0288,0.4364,0.1287,18757.4,19663.6,18723.3,19480.2,18778.6,18345.3,19941.5,19633.2,19339.2,20099.4
Q9BTL3,-0.0382,0.4368,0.1287,2637.9,2697.2,2589.9,2556.5,2613.1,2343.6,2617.0,2626.9,2458.0,2722.9
Q9NTX5,-0.0264,0.437,0.1287,14948.6,14536.4,14640.9,14690.8,14691.5,13545.3,14722.8,14590.3,14560.8,14789.2
O60825,0.0261,0.4378,0.1287,8013.0,7681.3,7571.7,7787.6,8026.3,7667.0,8038.2,7826.2,8100.1,8161.4
P39748,-0.0218,0.4358,0.1287,8043.6,7617.4,8071.8,7873.3,7862.7,7843.2,7676.6,7820.7,7851.2,7678.2
Q99570,0.0429,0.4348,0.1283,2935.0,3164.8,2696.6,3049.8,2937.6,2859.4,3155.6,2966.3,3105.5,3132.1
Q6PGN9,-0.0657,0.4347,0.1283,91.6,97.3,91.5,99.1,79.2,89.3,91.1,79.2,82.4,96.0
Q8WZA0,-0.0452,0.4339,0.1277,9021.1,8517.7,9070.0,9198.6,9451.3,7979.1,9363.8,9173.9,8368.1,9031.9
O95782,0.025,0.4328,0.1272,12793.6,12555.5,12201.6,12431.7,12861.2,12262.2,12677.6,12996.4,12853.8,13159.7
P53384,-0.0442,0.433,0.1272,3208.3,3352.6,2994.4,3059.2,3200.4,2936.1,3105.1,2913.5,3390.0,3005.0
Q8IWW6,0.4825,0.4332,0.1272,36.8,45.5,18.4,28.7,165.8,81.0,70.5,38.8,78.1,45.1
Q9UQ80,-0.0269,0.4325,0.127,38653.7,36302.5,37042.1,36297.0,36503.8,35872.9,36008.9,34930.7,37641.2,36944.5
Q9H7D7,-0.0269,0.432,0.1267,15143.1,15077.8,15045.1,15172.0,15520.8,14279.1,14536.8,14838.2,15660.8,15277.7
Q8WUP2,-0.0386,0.4312,0.1261,2547.3,2500.8,2592.3,2451.9,2460.3,2249.6,2508.5,2379.5,2646.4,2452.0
Q8NCA5,0.0976,0.4301,0.1254,1704.1,1674.6,1590.2,1681.7,1767.3,1711.7,1693.1,1657.7,2454.7,1604.0
P27816,0.0223,0.4303,0.1254,73379.1,73249.1,72019.5,73532.5,70488.0,75489.2,72631.0,72070.7,75173.6,72961.5
P25440,1.1888,0.4299,0.1253,258.2,390.7,283.0,414.9,162.0,666.2,6586.6,4856.4,52.1,106.4
Q96AB3,-0.0538,0.4288,0.1249,860.2,883.6,940.7,898.4,870.4,751.4,818.7,931.8,914.9,884.8
Q9NX63,-0.1413,0.4292,0.1249,61.9,52.7,62.1,72.1,54.3,59.1,66.9,53.3,62.0,37.2
Q96F63,-0.029,0.4289,0.1249,1821.8,1770.3,1826.8,1792.3,1842.1,1654.8,1830.2,1833.3,1774.7,1785.0
Q8TBB5,-0.0418,0.4291,0.1249,534.1,504.7,521.9,542.9,515.4,549.4,471.5,478.8,528.2,519.8
Q9UNN8,0.0435,0.4284,0.1249,947.0,937.0,985.0,904.1,1062.3,951.3,1023.2,1051.8,997.7,955.6
P28347,0.0496,0.4286,0.1249,350.9,367.3,370.7,372.1,345.0,426.0,347.1,376.2,353.8,370.1
Q96T17,0.0583,0.4283,0.1249,834.2,911.7,927.8,1038.9,970.6,945.7,926.3,1089.6,937.3,973.3
Q8NB15,0.051,0.4279,0.1247,208.4,233.2,219.3,217.6,223.6,217.8,227.4,207.1,256.1,235.6
Q96HE7,0.0246,0.4272,0.1245,11716.2,11514.6,11559.8,11609.8,11839.0,11668.0,11377.3,12142.8,11738.7,12337.5
Q32P41,-0.0555,0.4273,0.1245,619.8,609.2,538.7,585.4,680.2,607.6,534.9,581.6,604.8,584.5
Q9ULE6,-0.0237,0.4276,0.1245,2654.1,2499.9,2619.5,2644.7,2583.0,2515.6,2595.0,2501.8,2548.5,2627.6
P36542,-0.0916,0.4268,0.1244,135.0,115.0,121.1,128.5,122.2,128.4,108.9,91.8,122.3,136.9
P54886,-0.0242,0.4268,0.1244,16653.5,15841.7,15718.7,15828.0,16291.6,15993.2,15843.0,15363.9,16255.1,15541.0
P00558,-0.0364,0.4255,0.1242,115533.9,121446.8,122211.4,124005.8,122282.5,114155.8,123061.6,126920.8,111432.9,115349.7
Q9BYN8,-0.0624,0.4255,0.1242,4600.1,4662.5,5834.3,4754.0,4506.1,4876.8,4691.8,4533.8,4745.8,4386.7
Q9Y295,0.0232,0.426,0.1242,11193.6,10661.9,10974.4,11247.9,11294.6,11024.8,11200.2,11079.7,11429.7,11532.4
O75061,-0.081,0.4255,0.1242,90.7,90.8,94.5,84.9,82.6,87.0,73.5,74.9,103.7,83.0
Q8TCF1,-0.0349,0.4258,0.1242,1166.9,1189.4,1117.9,1186.5,1120.7,1044.9,1106.3,1149.2,1181.0,1165.1
Q9UNI6,0.031,0.4254,0.1242,3984.2,3980.0,3947.2,4293.5,3956.8,3883.0,4185.8,4129.7,4159.6,4240.1
P18085,0.0487,0.4261,0.1242,6034.7,5315.2,5282.3,5816.5,5620.4,5281.0,6197.4,5608.2,5898.1,6057.9
P36915,0.0642,0.4249,0.124,447.7,456.4,528.3,477.7,552.4,517.8,455.2,525.9,552.6,519.5
Q86U70,-0.0253,0.4248,0.124,3503.9,3507.8,3623.9,3601.4,3664.1,3368.9,3578.2,3578.8,3449.2,3618.6
Q8TD16,-0.0238,0.4246,0.1239,16451.0,15784.5,15737.7,15799.4,16465.1,15408.5,15516.6,15709.3,16013.0,16276.5
O95487,-0.0425,0.4238,0.1238,773.2,802.0,828.7,735.3,814.6,818.0,743.7,731.6,813.5,733.8
Q9BQE3,-0.0345,0.4242,0.1238,26923.6,26492.9,25110.0,25681.5,26787.3,27197.0,25802.5,26208.0,24777.5,23987.6
P08708,0.0298,0.424,0.1238,12350.0,12359.0,12474.0,12210.9,12870.8,12437.6,12106.4,12492.6,13410.1,13151.6
Q9P2R3,-0.0381,0.4236,0.1238,5974.2,5493.7,5471.2,5410.2,5715.8,5266.2,5381.2,5225.4,5913.6,5557.2
Q92522,-0.0421,0.4237,0.1238,3657.0,3517.8,3426.3,3399.4,3967.0,3480.2,3620.6,3495.2,3555.2,3281.0
Q14919,-0.0722,0.4227,0.1232,2929.9,3433.6,3742.1,3145.9,3401.8,3673.9,3147.6,3182.5,2863.2,2976.7
Q9P2I0,-0.0325,0.4229,0.1232,7305.6,7030.5,7076.9,6871.8,7548.7,6894.2,6788.9,6803.2,7436.5,7114.4
Q9HAU5,0.2299,0.4211,0.1231,1931.0,1977.8,1272.1,1240.8,1134.4,2047.7,1369.9,1461.7,1272.1,2908.0
P63151,-0.0211,0.4224,0.1231,16795.6,16844.8,17406.2,17548.6,16797.9,16867.8,16491.3,16796.5,17125.8,16860.8
Q15121,0.0321,0.4217,0.1231,2943.4,3233.6,3251.8,3231.1,3256.7,3150.2,3407.2,3256.8,3206.7,3247.4
P07992,-0.047,0.4209,0.1231,1721.4,1832.7,1702.2,1942.0,1835.5,1586.2,1749.5,1796.4,1889.4,1726.8
P60900,0.0292,0.421,0.1231,37422.5,37804.0,37561.5,38288.1,37502.3,36364.4,39346.7,40426.2,39378.9,37062.0
Q5XUX1,0.0326,0.422,0.1231,826.9,792.2,827.4,819.6,859.2,821.9,838.6,809.3,842.6,909.2
P68036,-0.0415,0.4215,0.1231,16363.9,16847.6,18675.9,17448.0,16496.7,15943.7,17805.1,16975.5,15848.9,16805.9
Q15067,0.0445,0.4213,0.1231,3212.4,3269.8,3273.1,3301.6,3387.9,3873.8,3258.0,3372.0,3245.6,3248.6
O00479,-0.1026,0.4216,0.1231,404.4,475.5,386.0,431.6,358.6,396.5,436.4,324.3,446.8,321.1
Q53RT3,0.416,0.4218,0.1231,186.9,168.7,182.5,160.6,202.7,715.3,146.7,155.0,415.5,117.2
Q9BW71,-0.0328,0.4207,0.123,3081.0,3180.1,3218.8,3269.9,3179.9,2994.3,2982.1,3048.0,3336.2,3222.9
Q92879,-0.0356,0.4198,0.1225,2097.2,2033.6,1940.6,2104.8,2102.4,1993.2,1981.3,2024.2,2154.3,1879.9
O60927,0.0441,0.4199,0.1225,2582.5,2658.6,2719.7,2930.2,2614.6,2580.6,2980.1,2850.4,2650.3,2869.3
O95671,-0.0338,0.4192,0.1223,4754.0,4510.8,4604.9,4617.5,4305.8,4431.1,4643.5,4150.8,4487.5,4556.7
Q6XQN6,0.0352,0.4191,0.1223,2389.7,2332.5,2375.0,2264.1,2475.8,2453.7,2248.3,2484.0,2563.9,2386.1
Q9HAF1,-0.0597,0.419,0.1223,385.4,391.1,368.2,381.0,389.6,417.0,371.5,331.5,397.2,328.4
Q96RQ3,-0.0878,0.4193,0.1223,101.1,89.8,97.3,87.0,107.9,115.8,82.6,87.8,84.8,85.9
O43379,-0.0758,0.4177,0.1215,1542.0,1422.7,1382.9,1417.0,1933.8,1394.6,1508.6,1466.8,1423.7,1454.8
Q9Y4J8,-0.0958,0.4173,0.1215,100.9,87.1,93.5,105.5,107.5,87.0,90.9,121.4,83.3,83.6
O43665,0.0296,0.4177,0.1215,3597.9,3820.9,3657.6,3906.4,3593.7,3663.4,3859.4,3766.6,3728.7,3939.2
P56192,-0.0323,0.4174,0.1215,14671.7,14326.1,13698.8,14072.5,14554.4,14425.5,13552.8,13342.7,14838.8,13623.7
Q53GQ0,-0.0753,0.4178,0.1215,379.2,493.2,439.4,438.1,495.8,403.9,475.6,432.0,377.7,438.7
Q8N201,-0.1189,0.4166,0.1214,57.3,48.3,63.5,70.3,72.8,67.5,66.8,50.9,50.4,51.5
Q9HDC5,-0.0789,0.4155,0.1214,166.6,182.3,155.3,183.1,199.2,169.1,163.4,142.3,195.0,170.7
Q9Y3A5,-0.03,0.4157,0.1214,14817.7,13776.0,13427.2,14093.5,14414.8,13378.5,13895.9,13418.8,14341.2,14025.3
Q9BS16,-0.0642,0.416,0.1214,70.6,81.2,72.6,74.4,69.5,74.2,79.5,62.8,63.8,72.9
O75694,-0.0482,0.4159,0.1214,335.2,334.0,323.6,347.9,369.9,344.4,338.9,343.1,337.7,291.7
Q9NPQ8,-0.0673,0.4157,0.1214,3637.1,4344.6,3399.6,3243.1,3524.0,3330.1,3293.3,3365.2,3782.5,3482.8
Q9Y2Y1,-0.0378,0.4156,0.1214,1601.1,1518.3,1557.7,1492.0,1538.9,1452.3,1530.2,1490.0,1642.8,1402.0
Q99567,-0.0271,0.416,0.1214,3450.7,3402.1,3347.7,3406.6,3348.5,3425.5,3152.4,3243.3,3470.2,3358.2
O95825,0.0384,0.4167,0.1214,9430.4,9492.5,9700.8,10093.6,9991.1,9186.7,10268.6,10539.2,9626.7,10451.7
Q9UKK6,-0.0309,0.4162,0.1214,1321.8,1387.0,1480.7,1411.8,1368.8,1380.9,1337.4,1347.2,1424.4,1329.7
O15371,0.0307,0.4144,0.121,7589.8,7213.6,7260.9,7397.7,7639.8,8000.0,7439.7,7487.6,7817.9,7172.2
P15311,-0.0353,0.4147,0.121,36821.1,37584.7,36523.2,37537.1,36804.9,34369.8,39160.1,37183.5,33911.4,36406.3
Q13190,-0.0864,0.4147,0.121,134.5,103.1,128.6,139.5,122.3,129.4,111.1,107.5,107.2,136.1
Q96N67,-0.1428,0.4146,0.121,424.2,450.1,465.3,402.7,446.2,333.9,405.6,332.4,623.2,346.9
P13984,-0.0379,0.414,0.1209,9985.4,9464.3,9305.7,9763.4,9255.6,8451.4,9441.4,9285.5,9809.0,9589.3
Q9NP73,0.0377,0.414,0.1209,762.3,742.5,784.9,816.9,785.7,737.9,785.6,794.6,828.3,851.7
Q13155,0.0357,0.4137,0.1209,4413.3,4284.6,3999.5,4272.6,4377.5,4693.9,4135.8,4452.1,4323.6,4283.5
P62253,-0.0307,0.4137,0.1209,6019.1,6004.7,6028.2,6034.1,6069.3,5425.9,6084.7,5977.8,5897.6,6163.6
O75436,0.0538,0.4101,0.1207,12564.5,12378.2,12296.4,12598.1,12666.5,12136.4,12021.2,12066.2,14544.6,14361.9
Q9H074,-0.0345,0.4128,0.1207,10275.0,10207.7,9958.2,10095.9,10090.0,8963.6,10397.2,10169.5,9901.8,10060.2
Q9UJY5,-0.0234,0.4117,0.1207,7073.9,7301.4,7045.9,7120.7,7014.3,6709.7,7056.7,6883.7,7197.4,7145.2
Q9NPH2,0.0339,0.4106,0.1207,14492.6,15149.9,14579.6,15741.6,14837.2,14209.2,15657.8,16091.5,15122.7,15532.3
Q8IWZ8,0.0353,0.4127,0.1207,843.1,820.0,815.1,863.0,902.9,835.8,865.9,834.4,886.7,926.9
Q9Y3I1,-0.0396,0.4116,0.1207,2024.9,1926.4,1928.3,1970.5,1932.2,1757.7,1889.9,1866.1,2113.7,1905.1
Q7Z794,-0.6041,0.4121,0.1207,4049.9,4507.7,26907.7,3406.2,7588.0,18379.9,3039.5,3158.7,2776.8,3193.6
Q13206,-0.0729,0.4103,0.1207,154.3,142.2,143.7,173.9,149.7,139.8,170.6,131.9,153.9,131.7
Q9BZI7,-0.0325,0.4117,0.1207,3526.8,3320.5,3354.7,3556.5,3519.8,3320.0,3339.0,3265.8,3651.1,3324.1
P15559,0.0649,0.4111,0.1207,331.5,345.2,387.2,399.3,386.3,359.2,407.9,394.8,345.0,428.8
Q9NUQ6,0.1674,0.4103,0.1207,50.4,64.3,65.0,50.0,62.0,43.7,91.2,65.1,81.0,55.5
O15231,-0.1653,0.4108,0.1207,75.7,85.1,66.2,49.0,56.0,81.6,61.1,55.0,55.2,43.6
Q8N5A5,0.1303,0.4102,0.1207,29.8,57.9,39.2,35.8,39.9,39.6,42.0,44.2,44.4,46.5
Q13151,0.0706,0.4128,0.1207,2070.2,2268.6,2249.7,2448.3,2319.6,2542.5,2462.4,2627.2,1948.1,2392.1
P61956,0.0378,0.4103,0.1207,7757.9,8032.7,8487.5,7910.8,7936.0,7682.8,8724.6,8645.2,7845.6,8326.5
P39019,0.0477,0.4119,0.1207,28592.8,29975.0,27791.0,27059.7,26557.4,29414.3,27310.4,26886.2,32273.3,28969.4
P57678,-0.0457,0.4101,0.1207,1309.1,1335.7,1399.7,1299.0,1489.0,1407.5,1279.1,1341.8,1212.4,1379.8
P56537,-0.0294,0.4117,0.1207,7498.8,7625.3,7785.9,7920.2,7567.6,7055.4,7486.8,7924.1,7640.0,7536.2
Q8N9N7,0.0339,0.412,0.1207,562.5,579.6,566.9,573.3,593.6,580.2,556.5,586.2,580.7,643.7
Q5JWF2,0.0319,0.4125,0.1207,685.6,703.4,662.9,725.9,711.0,749.6,691.9,736.0,683.1,706.6
Q15061,-0.0234,0.4105,0.1207,5026.0,4936.6,4710.9,4889.5,4879.6,4668.1,4719.9,4849.5,4874.9,4936.2
Q8WUI4,0.0312,0.4097,0.1205,1067.1,1104.3,1076.5,1057.9,1097.0,1176.2,1056.8,1088.8,1147.2,1056.6
O76003,-0.0227,0.4095,0.1205,18528.3,18709.4,18635.4,18264.8,18453.9,18702.5,17687.2,18710.5,17608.6,18464.6
O43542,0.0531,0.4093,0.1204,1082.4,1079.5,968.2,1011.6,1058.7,968.3,1123.6,1041.8,1056.4,1216.3
P82663,-0.0332,0.4089,0.1202,1878.1,1880.8,1764.0,1939.0,1851.4,1827.7,1776.3,1708.3,1906.2,1885.8
Q96JY6,0.0391,0.4086,0.1201,996.9,1024.0,913.6,929.4,1063.8,1017.8,977.4,1011.0,1049.0,1000.9
Q14790,-0.0445,0.4075,0.1194,1130.6,1078.2,1023.7,1041.5,1131.5,984.1,998.0,1073.3,1161.0,1029.9
Q5TAQ9,-0.0214,0.4076,0.1194,7216.4,6947.8,6889.7,7055.2,7004.1,6823.4,6857.0,6766.5,7127.2,7024.1
Q9NRX4,-0.057,0.4072,0.1192,10042.1,12747.6,10813.6,10790.8,11291.6,10440.5,11746.0,10860.3,10321.7,10070.1
Q9BUE0,-0.0376,0.4066,0.1189,901.9,885.4,864.2,885.0,928.3,788.8,926.2,860.0,882.6,897.5
P25205,0.1178,0.4064,0.1189,39055.5,38066.4,36219.0,37737.4,37689.9,36512.6,37348.2,36084.7,38232.1,61241.5
P51606,-0.0561,0.4063,0.1189,842.9,891.7,1076.6,971.0,1020.2,883.8,941.8,894.0,960.6,923.1
Q9BVM4,-0.099,0.4065,0.1189,91.0,93.5,82.3,77.1,84.0,84.1,103.6,77.1,64.9,73.8
Q7Z406,0.0436,0.4043,0.1183,8291.8,7849.8,8568.7,8315.8,8502.7,9710.4,8149.5,8379.3,8400.2,8234.7
Q9UBF6,0.0356,0.4045,0.1183,2566.0,2635.5,2570.0,2710.0,2735.9,2505.7,2644.3,2736.5,2904.5,2768.0
Q9NYG5,0.0499,0.4042,0.1183,372.0,418.7,386.6,407.9,384.0,406.6,440.8,428.6,407.3,358.4
Q9UMR2,-0.0359,0.4042,0.1183,1100.6,1198.0,1116.4,1129.4,1166.4,1105.3,1164.8,1092.0,1178.3,1033.7
Q96HJ9,-0.0472,0.4037,0.1183,638.6,653.4,584.5,618.4,656.9,562.4,607.3,601.8,686.4,596.2
Q7Z7E8,-0.0216,0.4037,0.1183,9676.7,9591.5,9650.4,9995.7,9668.4,9190.2,9621.9,9635.0,9626.3,9794.1
P61769,-0.0653,0.4051,0.1183,323.1,337.7,304.8,319.9,355.3,332.7,301.7,295.6,366.4,277.3
Q92930,-0.0931,0.4043,0.1183,86.4,87.1,112.9,97.3,75.9,99.3,90.0,77.8,81.9,79.8
Q2T9J0,-0.0696,0.4037,0.1183,198.5,190.3,204.4,163.0,185.5,160.2,207.4,174.3,187.3,169.1
O95881,-0.0329,0.4047,0.1183,8006.8,8368.2,8735.1,7835.3,7782.1,7627.8,8150.6,8043.0,7828.8,8134.7
Q8NFP7,-0.0416,0.4035,0.1183,269.0,249.6,248.5,246.0,283.5,260.7,249.6,236.8,247.7,263.9
Q9UMS4,0.0238,0.4047,0.1183,28902.1,28763.1,28179.3,29433.3,28098.8,27779.5,29915.5,29318.9,29056.7,29721.1
P48643,0.0257,0.4046,0.1183,111622.2,111436.0,111701.5,112204.0,108959.2,106852.5,115354.0,111041.6,115771.7,117180.2
O14531,0.0274,0.4023,0.1177,3877.4,3781.3,3625.4,3869.5,3770.6,3678.3,3795.6,3929.7,4032.6,3854.3
Q9NW82,0.0302,0.4025,0.1177,9023.1,9125.3,9229.2,10152.6,9214.3,9678.5,9573.7,9277.5,9477.0,9689.9
Q14141,-0.0303,0.4025,0.1177,4967.0,5156.2,4802.4,5289.7,4978.9,4685.8,5113.7,4943.2,4866.2,5060.5
P00441,-0.0408,0.4026,0.1177,17761.3,19207.3,20604.9,18608.4,19724.5,19157.3,19697.7,17985.0,17506.3,18852.6
Q9BSD7,-0.0415,0.4019,0.1176,1657.2,1613.0,1573.7,1618.5,1668.8,1623.9,1500.4,1531.7,1769.3,1490.4
P23396,0.0328,0.4018,0.1176,53688.8,52494.5,50540.8,50675.2,51664.2,51855.8,50512.4,51390.5,57296.0,54173.9
Q71F23,-0.0785,0.4013,0.1175,398.9,415.3,424.7,394.3,308.9,352.7,367.7,326.8,405.3,380.1
Q9Y3B8,-0.0316,0.4013,0.1175,14452.2,14746.6,14938.2,15141.7,14118.5,13333.5,15004.4,14851.3,14232.5,14423.9
Q00169,-0.0308,0.4013,0.1175,9222.4,8994.3,8870.5,9090.8,9115.4,8162.7,8884.2,8954.6,9026.2,9348.6
O75380,-0.0363,0.4009,0.1173,1717.5,1642.1,1575.5,1643.2,1626.6,1527.2,1627.9,1553.3,1753.0,1547.2
P61086,-0.0341,0.4004,0.117,11878.2,11773.9,11990.4,12307.8,12432.5,10746.3,12252.2,12331.7,11807.1,11891.1
Q9UL25,0.0271,0.3998,0.1166,6720.7,6923.4,6792.7,7129.8,7032.9,6761.1,6957.4,6929.6,7421.0,7196.0
P35813,-0.0239,0.3993,0.1163,12672.2,13100.1,12738.6,12934.9,12780.0,11933.0,12906.5,12873.6,12610.9,12869.7
P05089,-0.2545,0.3979,0.1163,482.5,491.8,1212.4,465.5,442.3,725.4,427.6,376.3,530.8,395.8
P22087,-0.044,0.3982,0.1163,992.1,951.9,920.0,919.5,1028.5,860.8,973.5,1005.8,946.7,884.1
P00505,0.0234,0.398,0.1163,49882.5,51167.7,51225.1,51500.7,50225.8,50264.0,52945.0,53744.0,50013.5,51270.9
Q9NZD2,-0.0235,0.3975,0.1163,5574.5,5645.6,5629.7,5903.1,5771.5,5575.1,5795.6,5698.7,5592.2,5404.3
Q8WVD5,-0.0627,0.3972,0.1163,123.4,150.0,155.2,142.8,125.0,136.9,139.5,121.0,129.5,137.9
Q86TI2,0.0499,0.3985,0.1163,2261.9,2246.5,2412.1,2261.0,2299.1,2765.4,2246.5,2211.1,2372.0,2324.3
O77932,-0.0362,0.3987,0.1163,1609.5,1637.1,1462.3,1602.9,1542.5,1426.1,1530.6,1517.2,1571.9,1614.1
P12268,-0.0248,0.3986,0.1163,26584.2,25068.9,24580.9,25130.5,25479.8,24237.1,24695.6,25621.0,25536.1,24579.3
Q9BT23,-0.0382,0.3981,0.1163,2169.2,2201.2,2063.9,2117.4,2139.0,1993.7,2190.7,1930.7,2255.5,2055.7
Q9C0C2,0.0303,0.3978,0.1163,22560.6,22127.0,22349.9,24168.7,22143.8,22489.2,23552.0,22046.1,23854.2,23813.6
Q7L273,0.0415,0.3992,0.1163,902.5,895.2,850.6,859.9,931.2,831.8,901.1,969.8,978.0,893.8
P05412,-0.0278,0.3978,0.1163,3582.6,3662.0,3696.7,3876.6,3597.1,3491.5,3598.0,3551.4,3811.7,3611.8
Q9Y2L5,0.0197,0.3974,0.1163,994.2,1016.5,1009.8,1007.4,1001.7,1020.9,994.2,1001.8,1051.0,1031.6
Q13405,-0.0356,0.3972,0.1163,1777.1,1819.3,2007.4,1840.8,1847.0,1723.9,1839.0,1743.5,1838.8,1918.9
P36578,0.0289,0.3968,0.1162,49694.5,50483.5,47153.5,47085.8,48954.8,49348.7,47713.4,48581.0,52570.0,50115.2
P51688,0.0217,0.3967,0.1162,6060.5,5745.9,6083.4,6069.7,6041.6,5933.5,6054.8,6163.1,6084.2,6216.5
Q9UI30,-0.0271,0.396,0.1161,4749.1,4909.4,4585.8,4611.4,4910.4,4456.3,4693.2,4666.7,4665.6,4840.7
Q9HCN8,0.029,0.3959,0.1161,4282.1,4474.7,4111.7,4240.6,4360.0,4416.7,4551.1,4218.6,4514.9,4206.3
P61224,-0.0392,0.3959,0.1161,1200.5,1247.2,1155.8,1211.7,1110.4,1238.0,1182.2,1121.6,1160.2,1067.1
Q16513,0.0282,0.3963,0.1161,2650.8,2669.5,2823.4,2736.4,2833.2,2908.0,2776.1,2882.4,2753.4,2666.1
P07951,-0.0486,0.3956,0.1159,442.3,408.1,465.3,411.1,466.0,380.2,441.7,449.7,427.0,421.6
Q96EV8,-0.0411,0.395,0.1156,2070.3,2041.0,2100.0,2240.4,2178.6,1917.5,1992.4,2066.3,2081.6,2286.0
O75146,-0.0579,0.395,0.1156,774.5,970.1,869.5,960.9,804.5,878.5,865.3,852.1,799.2,798.3
Q08379,-0.0358,0.3943,0.1153,510.3,501.7,554.9,503.5,488.8,520.9,495.4,475.9,521.6,482.2
Q7Z2W9,-0.0393,0.3945,0.1153,1150.9,1032.4,1028.4,984.3,1030.4,1003.3,1041.4,957.2,1007.7,1073.0
Q9H488,0.0274,0.3938,0.1151,6081.8,6133.0,5754.4,6194.0,6089.7,5837.7,6122.6,6266.5,6199.5,6410.5
P61254,0.0337,0.394,0.1151,20946.6,22294.5,21701.8,21861.7,21457.1,21735.8,20833.5,21662.3,24122.9,22582.9
Q9UKK9,-0.0304,0.3934,0.115,18932.8,18546.3,18486.9,18436.8,19130.4,16952.6,18569.7,19329.8,18782.9,18026.2
P42224,0.028,0.3935,0.115,3802.2,3965.9,3632.9,3902.4,3958.8,3751.2,3959.2,3972.3,4056.6,3897.0
Q86WR7,-0.0768,0.3931,0.1148,99.6,115.3,113.3,124.2,95.9,112.0,116.2,91.9,93.6,106.1
Q9Y4B6,-0.0263,0.3929,0.1148,10981.0,10798.7,10771.7,11279.4,11055.0,10269.2,10775.2,10547.6,11369.2,10955.7
P58340,-0.1705,0.3906,0.1145,39.6,39.9,43.9,27.8,34.3,34.5,44.7,37.5,30.9,20.5
Q15046,0.0369,0.3909,0.1145,22879.3,21530.2,21134.5,21911.6,21847.3,21225.0,21585.3,22201.1,22445.1,24808.0
Q9Y6B6,0.0416,0.3905,0.1145,2356.0,2220.2,2086.3,2449.4,2261.5,2236.7,2521.4,2245.2,2361.3,2335.1
Q8WY36,-0.1266,0.3911,0.1145,73.3,63.9,79.9,68.3,83.9,86.2,82.1,49.4,62.3,63.5
P49959,-0.0247,0.3916,0.1145,22236.2,22310.3,21914.0,22878.6,22389.7,20739.0,22546.1,21741.1,22617.1,22232.3
Q15417,-0.0203,0.3921,0.1145,15692.1,15761.9,15264.4,16225.6,15586.2,15221.2,15816.3,15329.3,15559.4,15499.8
O60271,-0.0281,0.3914,0.1145,42810.9,41709.5,42041.1,42111.6,42023.1,38126.9,42136.6,41465.6,42630.1,42442.1
Q9H0U9,0.0255,0.3913,0.1145,1384.0,1335.6,1349.1,1411.2,1403.6,1423.6,1468.1,1344.3,1383.5,1388.4
P18074,-0.045,0.3911,0.1145,461.7,444.5,486.2,482.9,474.6,447.7,419.9,428.1,488.3,497.9
P27540,-0.0333,0.3924,0.1145,1925.4,1865.2,1949.0,2064.6,1912.9,1802.8,1942.8,1810.5,1959.9,1981.9
Q13310,-0.0306,0.391,0.1145,7984.9,7592.1,7015.3,7277.4,7363.2,7236.0,7261.7,7072.0,7507.2,7346.4
